        0.8212964641;        0.0760236525;        0.0026389355;        0.0000407124;        0.0000002355;        0.1000000000
        0.0190059131;        0.8226159318;        0.0570482737;        0.0013197033;        0.0000101781;        0.1000000000
        0.0004398226;        0.0380321824;        0.8230559899;        0.0380321824;        0.0004398226;        0.1000000000
        0.0000101781;        0.0013197033;        0.0570482737;        0.8226159318;        0.0190059131;        0.1000000000
        0.0000002355;        0.0000407124;        0.0026389355;        0.0760236525;        0.8212964641;        0.1000000000
        0.0600000000;        0.0600000000;        0.0600000000;        0.0600000000;        0.0600000000;        0.7000000000
